post_id,post_text,toxicity_score,final_label,reason
c4211f7d-a786-45a4-922c-fa0388a2cc5b,Learning new chess strategies is fun and challenging.,0.00059212616,Safe,Clean content
21a1e375-3702-49a2-8789-b08e90468d28,Watch this hilarious prank compilation!,0.08488324,Safe,Clean content
63996740-02c9-47b7-b631-f415be221f77,10 tips to stay focused during exams.,0.0005568195,Safe,Clean content; Image flagged for: Adult
b08c816a-1eee-44e9-a83d-5863e1eb6c30,You won't believe what happened next!,0.0048158597,Safe,Clean content
902a6f8f-f8e1-499c-9350-c88f7f49aff6,This is the most violent movie scene ever!,0.1111451,Safe,Clean content
160cecd9-2b4d-43c6-8d14-7d91d0e072e3,"This person is so dumb, LOL.",0.937407,Unsafe,High toxicity detected; Image flagged for: Adult
d4e8af14-7d7c-4af5-8809-db86052299fe,"Hate this so much, can't believe it!",0.20520207,Unsafe,Clean content; Unsafe keyword found; Image flagged for: Racy
77d71757-5458-4a74-97d5-4c1b946b3e9e,Check out this new art tutorial.,0.0007006176,Safe,Clean content; Image flagged for: Racy
60063560-2640-41da-990b-976416e9525c,Learning new chess strategies is fun and challenging.,0.00059212616,Safe,Clean content
8a046897-72a9-4a2b-abf0-d8f96532e5fa,Learning new chess strategies is fun and challenging.,0.00059212616,Safe,Clean content
2b262135-1391-4cc9-88e9-2665939752b2,Study hacks for competitive exams.,0.0005901148,Safe,Clean content
d1969412-0328-4c10-b549-5c4307b01708,This is the most violent movie scene ever!,0.1111451,Safe,Clean content
e10a472d-2201-42c6-b29b-126e5220e4ed,Check out this new art tutorial.,0.0007006176,Safe,Clean content
185dd789-88a1-4dfa-85a1-433463a83dac,Learning new chess strategies is fun and challenging.,0.00059212616,Safe,Clean content
a0103ecc-ad6a-4520-9f18-ccf8fd0b5d60,Join us live for the global science fair.,0.0005469048,Safe,Clean content
bc81685e-9fc5-4594-b97f-f99896bd726c,"Hate this so much, can't believe it!",0.20520207,Unsafe,Clean content; Unsafe keyword found
06a1d6c1-99de-4c3d-9b29-f6a180ee9868,Study hacks for competitive exams.,0.0005901148,Safe,Clean content; Image flagged for: Violence
09d4eb24-5f2b-4c21-ac9a-ff708509f779,Watch this hilarious prank compilation!,0.08488324,Safe,Clean content
ddde8d92-a269-4b27-b957-271b808099fb,Study hacks for competitive exams.,0.0005901148,Safe,Clean content; Image flagged for: Adult
31632cfd-2b0c-4b70-8d22-562e0a0e08cb,Check out this new art tutorial.,0.0007006176,Safe,Clean content
a086f16e-3c08-4fac-bbbb-643d056c252a,Check out this new art tutorial.,0.0007006176,Safe,Clean content
4ae441a8-b566-43c6-98be-3677017c7cd6,This is the most violent movie scene ever!,0.1111451,Safe,Clean content; Image flagged for: Adult
83900081-f7ae-445e-b778-1370a6a08ca0,Join us live for the global science fair.,0.0005469048,Safe,Clean content
26e09fad-e993-4ac4-890a-f5eb89746070,"This person is so dumb, LOL.",0.937407,Unsafe,High toxicity detected
ea964749-bdcb-4bbc-9dbf-18b1931049bc,You won't believe what happened next!,0.0048158597,Safe,Clean content
0d3228b5-a1ec-4571-8645-d020bf39dc87,Learning new chess strategies is fun and challenging.,0.00059212616,Safe,Clean content
ef157129-53a8-4d36-8503-286e5e255bf3,"Hate this so much, can't believe it!",0.20520207,Unsafe,Clean content; Unsafe keyword found; Image flagged for: Racy
fe3823f5-7ad4-4cfe-8620-63a150b5e571,10 tips to stay focused during exams.,0.0005568195,Safe,Clean content; Image flagged for: Violence
09888486-e78f-4ec1-a78a-a70046176016,Check out this new art tutorial.,0.0007006176,Safe,Clean content; Image flagged for: Violence
46ceb316-3599-4d37-86f4-670d5853e337,Learning new chess strategies is fun and challenging.,0.00059212616,Safe,Clean content; Image flagged for: Violence
a61a4390-eed7-4eab-910d-0f0adb87b2e1,"Hate this so much, can't believe it!",0.20520207,Unsafe,Clean content; Unsafe keyword found; Image flagged for: Racy
286cc37d-2c8d-4912-ab33-0d211a44263f,Study hacks for competitive exams.,0.0005901148,Safe,Clean content
f0e56219-162a-4ffb-986f-536d672276be,"Hate this so much, can't believe it!",0.20520207,Unsafe,Clean content; Unsafe keyword found
6a062fc1-4dad-4a42-8228-78e264394071,Study hacks for competitive exams.,0.0005901148,Safe,Clean content; Image flagged for: Racy
a1f45648-77b4-4466-98ed-ce323efb7e28,Check out this new art tutorial.,0.0007006176,Safe,Clean content
5e7fe66f-19aa-4083-8b59-cbe812f1dd4b,This is the most violent movie scene ever!,0.1111451,Safe,Clean content
f5726ec4-c524-4ff0-b06c-0cae2dd9ffaa,You won't believe what happened next!,0.0048158597,Safe,Clean content; Image flagged for: Adult
bb91bb9c-d180-4b56-af2b-98a110291bb9,This is the most violent movie scene ever!,0.1111451,Safe,Clean content
1a77fc94-7e13-4c59-8fab-791d2330a0a2,Watch this hilarious prank compilation!,0.08488324,Safe,Clean content
d69e4671-8684-4c11-8a44-f6d987a834c2,Check out this new art tutorial.,0.0007006176,Safe,Clean content; Image flagged for: Violence
c9a8662e-ee05-4054-b4e6-31f3c93751b5,Watch this hilarious prank compilation!,0.08488324,Safe,Clean content
59df157e-e033-45c6-98b7-2ff9f209eba5,"Hate this so much, can't believe it!",0.20520207,Unsafe,Clean content; Unsafe keyword found
e17d0aeb-2fa9-442f-8d06-c4d6606a207e,Check out this new art tutorial.,0.0007006176,Safe,Clean content; Image flagged for: Racy
6621415e-b988-4277-aa4b-129ba0ab06ff,Watch this hilarious prank compilation!,0.08488324,Safe,Clean content
260f7607-f544-4267-a239-fa2d5d39f25d,You won't believe what happened next!,0.0048158597,Safe,Clean content
62227787-1dbb-4f86-9ed9-d742376324f4,10 tips to stay focused during exams.,0.0005568195,Safe,Clean content; Image flagged for: Racy
a0f03caa-131a-4e34-9584-f3ae4d2e3bf2,"This person is so dumb, LOL.",0.937407,Unsafe,High toxicity detected
9d48392f-4b9e-4223-b905-6a22a2af2dfd,This is the most violent movie scene ever!,0.1111451,Safe,Clean content; Image flagged for: Violence
6e2b8b3f-f7ee-4d00-8677-58da35c876db,"Hate this so much, can't believe it!",0.20520207,Unsafe,Clean content; Unsafe keyword found; Image flagged for: Adult
f0153c1a-4ab8-4050-ab34-023d4c0a7adc,You won't believe what happened next!,0.0048158597,Safe,Clean content
d903b6a3-77d1-4e27-bdca-e66fe5f6deb6,This is the most violent movie scene ever!,0.1111451,Safe,Clean content
83735737-9200-44cb-9b17-ce469438b3bf,"Hate this so much, can't believe it!",0.20520207,Unsafe,Clean content; Unsafe keyword found
5a696660-6405-4df6-8925-263005626b94,Learning new chess strategies is fun and challenging.,0.00059212616,Safe,Clean content
be1ebbe1-0903-4e82-bb7a-b7d6dfafe9b4,You won't believe what happened next!,0.0048158597,Safe,Clean content
54d25e45-16dd-4f95-8a1d-aa75d57d0b3d,You won't believe what happened next!,0.0048158597,Safe,Clean content
c7ad8c2d-e2c7-4e0a-be0e-9c3f097a0bab,10 tips to stay focused during exams.,0.0005568195,Safe,Clean content
b889d6dd-1d11-450f-a44c-c5b983292e96,10 tips to stay focused during exams.,0.0005568195,Safe,Clean content; Image flagged for: Adult
67654828-3aa6-45cd-8c11-3ff3ceac1ca1,"This person is so dumb, LOL.",0.937407,Unsafe,High toxicity detected; Image flagged for: Adult
0882939f-d829-4f37-8459-ca4fb379d00c,Watch this hilarious prank compilation!,0.08488324,Safe,Clean content; Image flagged for: Racy
26246bd1-e375-4d31-90fa-666dddb0b21c,You won't believe what happened next!,0.0048158597,Safe,Clean content; Image flagged for: Racy
cca70b67-52cb-4b4e-a970-0f7e9c398b0f,Join us live for the global science fair.,0.0005469048,Safe,Clean content; Image flagged for: Racy
ed90e428-1538-4069-83b1-8af98833eb6d,"Hate this so much, can't believe it!",0.20520207,Unsafe,Clean content; Unsafe keyword found
41b60f89-a04c-499f-9a5c-f45f62268ad1,"Hate this so much, can't believe it!",0.20520207,Unsafe,Clean content; Unsafe keyword found; Image flagged for: Racy
059866db-df7f-46b5-93b4-5faaa68880eb,This is the most violent movie scene ever!,0.1111451,Safe,Clean content
c028a2a6-68d8-420e-b6b3-7bede8a18db8,Check out this new art tutorial.,0.0007006176,Safe,Clean content; Image flagged for: Adult
20dc340f-d82b-477f-b504-14e6e18c04cb,Study hacks for competitive exams.,0.0005901148,Safe,Clean content; Image flagged for: Racy
b50c98df-505f-4723-807e-12b44dadb24e,Join us live for the global science fair.,0.0005469048,Safe,Clean content; Image flagged for: Violence
850fd5de-b05c-463e-8a1f-e848fa92f758,Check out this new art tutorial.,0.0007006176,Safe,Clean content
654bc7b4-03dc-4431-923d-def9d77d57bc,Study hacks for competitive exams.,0.0005901148,Safe,Clean content
bd25b027-ddd6-4b1a-bf6d-56c073076a1d,10 tips to stay focused during exams.,0.0005568195,Safe,Clean content
9dd81114-f6bf-4c38-9fbc-8907f522d099,Study hacks for competitive exams.,0.0005901148,Safe,Clean content; Image flagged for: Adult
739967b4-b01c-407c-a9a1-b43455bf391b,"This person is so dumb, LOL.",0.937407,Unsafe,High toxicity detected
0046846e-c049-4041-9ec7-b43cc1728efc,This is the most violent movie scene ever!,0.1111451,Safe,Clean content
c3308447-307a-49a8-8e8a-f6ab50ef86e0,Check out this new art tutorial.,0.0007006176,Safe,Clean content
9e09bdc9-f67e-490f-8d69-b5330b9c9f2b,10 tips to stay focused during exams.,0.0005568195,Safe,Clean content
0d0d658c-f833-49fa-821d-59674ddfe9ec,You won't believe what happened next!,0.0048158597,Safe,Clean content
bc7b6e36-4541-4d99-a58d-c5bc86c3f150,Join us live for the global science fair.,0.0005469048,Safe,Clean content; Image flagged for: Adult
21135fca-e70f-41ca-b7f0-24f0cf8f99bf,"Hate this so much, can't believe it!",0.20520207,Unsafe,Clean content; Unsafe keyword found
e33d00cd-cc82-47e0-a9b3-74e993b17fb9,"Hate this so much, can't believe it!",0.20520207,Unsafe,Clean content; Unsafe keyword found
6e89d311-a350-4462-ba38-b5ad649810cf,"This person is so dumb, LOL.",0.937407,Unsafe,High toxicity detected
b858283d-4ab0-457a-a022-68261b6ca89e,Check out this new art tutorial.,0.0007006176,Safe,Clean content; Image flagged for: Violence
dcfaa8c0-76b2-4b53-90ba-e830420a52bc,"Hate this so much, can't believe it!",0.20520207,Unsafe,Clean content; Unsafe keyword found; Image flagged for: Adult
948b8a3c-9f6e-4226-9291-1ed06350a9b0,Study hacks for competitive exams.,0.0005901148,Safe,Clean content; Image flagged for: Violence
a97d69a2-84f5-4bfd-9690-e5d8d985da36,This is the most violent movie scene ever!,0.1111451,Safe,Clean content
66aff0c4-9d87-4bbd-bdb2-d663fa4e4c28,"Hate this so much, can't believe it!",0.20520207,Unsafe,Clean content; Unsafe keyword found
14d9cbc4-3f80-486b-801f-279990b152ea,Learning new chess strategies is fun and challenging.,0.00059212616,Safe,Clean content; Image flagged for: Racy
55da89a4-a4a9-4563-82c3-5a73adb961b4,Learning new chess strategies is fun and challenging.,0.00059212616,Safe,Clean content
818f7b8b-81a2-4031-8b6c-3f3b83583a94,"Hate this so much, can't believe it!",0.20520207,Unsafe,Clean content; Unsafe keyword found; Image flagged for: Violence
a18321e0-eaf3-41fa-8c79-23c287a2f7e8,This is the most violent movie scene ever!,0.1111451,Safe,Clean content; Image flagged for: Violence
fb7b75ad-df13-4be3-8606-d043213ea789,Learning new chess strategies is fun and challenging.,0.00059212616,Safe,Clean content; Image flagged for: Racy
99a2a028-58b5-4347-8793-9bca5babdfe3,Join us live for the global science fair.,0.0005469048,Safe,Clean content
96b535d8-62dc-4e7f-9479-e2195b4cc98b,Learning new chess strategies is fun and challenging.,0.00059212616,Safe,Clean content
2f2f08b1-8887-48cd-b0ed-37deeba8ad96,Learning new chess strategies is fun and challenging.,0.00059212616,Safe,Clean content
4954c4d3-ccb6-49b8-875a-00b2a9fca5b3,You won't believe what happened next!,0.0048158597,Safe,Clean content
6b9dac2b-23d5-4bee-8660-01e2ae512ad4,Study hacks for competitive exams.,0.0005901148,Safe,Clean content
